
 DAY: 1 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index  customer_label
188  103.514239  183.027516    9           30        64          False  1532  0.653231             118
55   114.997435  158.951635  333           86        64          False  1324  0.647028             119
62   119.435900  159.385056  483          107        65          False  1325  0.644159             120
166   93.779625  174.308600    9           41        65          False  1446  0.643917             121
38   117.550238  154.304538    7           33        65          False  1283  0.642304             122
27   116.667007  154.045467    7           34        65          False  1283  0.638422             123
42   115.788646  152.298341    6           34        65          False  1283  0.638422             124
30   116.261850  151.265636    6           35        65          False  1283  0.634541             125
100  126.165513  156.805459  247          146        65          False  1327  0.629701             126
113  105.725266  164.240802  272          105        65          False  1365  0.627269             127
185  136.921199  176.024999    7           16        65          False  1497  0.626639             128
72   116.457692  155.721389  462          145        64          False  1325  0.624035             129
31   117.172630  154.753530    5           38        65          False  1283  0.622897             130
48   126.879102  150.463818  368          119        64          False  1285  0.619745             131
80   120.845976  159.855649  201          170        65          False  1326  0.618898             132
149  139.238833  163.298179  487          115        64          False  1371  0.603517             133
150  143.379526  164.623674    7           35        65          False  1372  0.600056             134
29   118.386401  154.992552    5           44        65          False  1283  0.599610             135
50   138.415453  152.700652  371           65        65          False  1287  0.591879             136
192  137.412749  180.981786    8           23        64          False  1539  0.575049             137
151  142.409171  164.131213    7           41        65          False  1372  0.558295             138
43   124.318246  152.121159  335          112        65          False  1284  0.557682             139
45   124.124650  154.390913  408          113        65          False  1284  0.553771             140
23   116.700052  145.617187    6           18        64          False  1241  0.549057             141
147  133.455732  160.121984  422          138        65          False  1370  0.541080             142
57   110.134545  158.011298  451          105        64          False  1324  0.539727             143
156  119.665123  167.018485  236          173        65          False  1409  0.534457             144
111  108.000053  161.876271  440          123        65          False  1365  0.526708             145
26   139.190365  147.530668    5           33        64          False  1245  0.510137             146
10   121.367873  130.620467    9           22        64          False  1116  0.504974             147
194  126.401386  186.665246    8           22        65          False  1579  0.503430             148
56   111.085573  156.013425  244           84        65          False  1324  0.477596             149
182  127.733290  177.537299  390          105        65          False  1495  0.457423             150
24   129.481684  148.404029    8           40        65          False  1243  0.414776             151
109  107.691721  160.495832  324          144        65          False  1365  0.409386             152
52   103.027245  156.571333    5           34        65          False  1322  0.404855             153
32   118.674837  152.526731  270          122        64          False  1283  0.403810             154
19   122.552015  142.367047    7           23        65          False  1200  0.400942             155
5    137.296861  128.221862    9           44        65          False  1077  0.375741             156
9    118.445710  134.975440    5           32        65          False  1115  0.374896             157
22   116.680703  146.517007    5           29        65          False  1241  0.373132             158
190  127.966615  181.812690  359           98        64          False  1537  0.370912             159
170  108.233454  173.069616  407          141        65          False  1449  0.361774             160
12   119.083527  135.142959    7           38        65          False  1157  0.347267             161
4    141.721082  121.121181    8           22        65          False  1036  0.346878             162
6    142.872765  128.135358    5           44        65          False  1078  0.343654             163
28   117.963641  153.588270  367          135        64          False  1283  0.337152             164
16   139.192630  138.891776    6           29        64          False  1161  0.316915             165
152  145.094577  160.360608    9           29        65          False  1373  0.301539             166
15   130.590831  139.302645    6           43        64          False  1160  0.264129             167
3    117.871114  116.171133    5           23        65          False   989  0.222037             168
14   134.033020  135.117862    7           39        65          False  1160  0.208205             169
39   115.116006  154.993472  269          147        65          False  1283  0.199839             170
169  108.192404  170.358973  485          167        65          False  1449  0.184082             171
8     96.056913  132.513160  408           83        64          False  1111  0.153962             172
35   118.192935  153.249052  451          160        65          False  1283  0.149383             173
7      9.885210  134.558956    6           23        65          False  1093  0.145086             174
13   122.047654  136.689680  308          154        65          False  1158  0.130362             175
53   104.246745  155.501596  283          112        65          False  1322  0.122789             176
177  100.657554  175.895236  403          159        64          False  1490  0.119260             177
0    154.836248   70.909553  441          105        65          False   618  0.118250             178
2    170.188945  111.540211    8           44        65          False   958  0.108041             179
60   110.418637  157.469106  478          172        65          False  1324  0.094283             180
58   110.488062  157.216577  477          172        65          False  1324  0.094283             181
189  102.888877  181.815002  452          130        64          False  1532  0.072014             182
18   123.517811  140.292280  416          142        64          False  1200  0.037739             183
11   137.511859  130.526900  294          167        64          False  1119  0.017930             184
193  141.864611  181.302501    7           41        65          False  1540  0.013570             185
17   158.696711  138.610445  446           70        65          False  1165  0.012653             186
20    97.455902  149.906266  427          114        65          False  1237  0.010030             187
153   91.279895  165.559056  385          178        65          False  1404 -0.019595             188
1    171.926984  109.589245  379          129        64          False   916 -0.035886             189
21   119.887162  149.296196  414          163        64          False  1241 -0.054586             190
180  120.121629  175.839288  468          174        65          False  1494 -0.063845             191
54   101.879021  159.471203  204          173        64          False  1322 -0.067120             192
51   141.185194  150.360916  272          161        65          False  1288 -0.158958             193
187  143.074527  179.967023  418          104        65          False  1498 -0.385752             194
186  142.002588  175.708635  413          142        64          False  1498 -0.737213             195
 DAY: 62 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index  customer_label
160  133.290622  162.468196    7           21        65          False  1370  1.846165               1
159  131.440958  162.099322    8           23        65          False  1370  1.826611               2
109  122.251957  159.643121    7           19        65          False  1326  1.809765               3
162  133.412820  161.826049    6           27        65          False  1370  1.787501               4
169  122.031418  166.272778    5           42        65          False  1410  1.757016               5
146  121.990292  163.506836    7           29        65          False  1368  1.748601               6
142  118.451938  163.391948    5           20        65          False  1367  1.719606               7
151  121.805298  163.771083    8           33        65          False  1368  1.713641               8
127  131.089845  158.269152    6           33        65          False  1328  1.703444               9
108  122.062588  159.210211    9           37        65          False  1326  1.674724              10
139  116.708512  160.990941    6           27        65          False  1367  1.662113              11
121  128.679553  158.159862    7           31        65          False  1327  1.558941              12
86   132.768360  153.611058    5           34        65          False  1286  1.477434              13
128  134.747321  159.390397  453           63        65          False  1328  1.436415              14
115  122.819742  158.396302  275           73        65          False  1326  1.404644              15
89   137.064806  154.465724    5           32        65          False  1287  1.367394              16
161  134.233823  162.297630  490           71        65          False  1370  1.357299              17
152  123.936151  162.465446  349           77        65          False  1368  1.329085              18
144  122.578089  161.311957    5           30        66          False  1368  1.301358              19
113  122.883378  155.687085    6           29        66          False  1326  1.300673              20
137  119.759174  160.997162    8           18        66          False  1367  1.297332              21
110  121.945376  157.415133    7           32        66          False  1326  1.283778              22
114  122.067548  158.335144    6           33        66          False  1326  1.278147              23
111  121.196356  155.604467    8           34        66          False  1326  1.272516              24
105  122.092771  156.759550  289           91        65          False  1326  1.269604              25
136  117.432173  160.870190    9           23        66          False  1367  1.266215              26
155  129.555536  162.476086    8           22        66          False  1369  1.225041              27
103  117.245018  159.129810    7           31        65          False  1325  1.207033              28
154  125.068019  162.545122  336           71        65          False  1369  1.196841              29
118  125.041462  156.686604    5           29        66          False  1327  1.180480              30
184  126.872094  177.757942    7           27        65          False  1495  1.162921              31
85   131.224361  153.204508    6           26        66          False  1286  1.147682              32
163  130.225349  162.376094  292           93        65          False  1370  1.142198              33
158  129.616684  164.637378    6           35        66          False  1369  1.138003              34
81   125.535584  154.246987    8           16        66          False  1285  1.137001              35
55   126.010756  145.290949    9           17        65          False  1243  1.136753              36
122  128.621764  157.790257    8           42        66          False  1327  1.107101              37
54   128.010671  148.247501    8           24        65          False  1243  1.104146              38
123  128.613342  159.716727    7           43        66          False  1327  1.101456              39
83   130.003073  151.285798    5           43        66          False  1286  1.063517              40
60   137.483187  149.042603    7           19        65          False  1245  1.051119              41
61   139.679050  145.213137    5           20        65          False  1245  1.045714              42
140  119.913705  161.687460  410          105        65          False  1367  1.021482              43
175  120.862031  173.981830    7           31        66          False  1452  1.004098              44
116  124.855529  155.214243  205           85        66          False  1326  0.985314              45
38   133.035232  141.862507    9           18        65          False  1202  0.980359              46
172  125.853645  167.906152    6           41        66          False  1411  0.972998              47
88   138.061528  154.891644  432           83        65          False  1287  0.969742              48
170  121.076557  169.136642  401           87        66          False  1410  0.967963              49
65   117.001807  154.114822    9           44        65          False  1283  0.954221              50
117  129.454343  157.213338  435           71        66          False  1327  0.943409              51
79   121.569651  150.924085    5           17        66          False  1284  0.933747              52
132  104.560524  162.239074    7           19        65          False  1364  0.930749              53
183  127.806056  175.804573    6           16        66          False  1495  0.925275              54
76   124.426067  150.008213    8           22        66          False  1284  0.914299              55
97   116.108927  155.723148    8           29        66          False  1325  0.910802              56
125  125.936217  156.440085  385          121        65          False  1327  0.881616              57
101  118.732841  157.674447    5           35        66          False  1325  0.881557              58
135  110.563894  161.743800  439           74        65          False  1366  0.877527              59
104  118.275938  159.802214    9           36        66          False  1325  0.876682              60
167  113.337202  165.993786    6           44        66          False  1408  0.871309              61
187  120.468230  183.083207    8           30        65          False  1536  0.868022              62
141  116.643011  162.956774  467          125        65          False  1367  0.857218              63
149  122.826770  163.814380  301           98        66          False  1368  0.852858              64
80   127.746706  150.338291  462           89        66          False  1285  0.825932              65
148  121.865367  163.483465  411          103        66          False  1368  0.819880              66
57   133.194735  149.719098  301          114        65          False  1244  0.819224              67
52   129.381669  147.333769    7           26        66          False  1243  0.819123              68
63   116.449145  151.688358  388           71        65          False  1283  0.816125              69
82   129.724074  151.332263  368           92        66          False  1285  0.813148              70
78   120.863569  153.317226  314          103        65          False  1284  0.803475              71
53   125.290291  148.445511    8           31        66          False  1243  0.801513              72
112  123.934506  157.801774  267          118        66          False  1326  0.799478              73
119  129.476478  159.072520  445          132        65          False  1327  0.798831              74
143  119.812902  162.168725  263           99        66          False  1367  0.793236              75
33   108.290420  142.240536  238           61        65          False  1197  0.781545              76
90   143.784555  154.881228    5           16        66          False  1288  0.770091              77
147  122.582711  160.699006  336          111        66          False  1368  0.767116              78
35   129.518004  142.815974    5           15        66          False  1201  0.747777              79
64   115.060496  151.055454    6           35        66          False  1283  0.747177              80
43   102.306480  146.082681    9           17        65          False  1238  0.746319              81
173  105.086932  174.529375    9           24        65          False  1449  0.735461              82
58   135.626542  147.839292    5           31        66          False  1245  0.735203              83
39   136.065648  143.242359    9           27        65          False  1203  0.730910              84
77   124.611532  152.230129  217          123        65          False  1284  0.700346              85
126  132.843258  159.531033  316          146        65          False  1328  0.697635              86
134  105.990075  164.905460    9           39        66          False  1365  0.692939              87
70   117.534354  154.498213  325           97        65          False  1283  0.683145              88
59   136.736750  148.514732    8           44        66          False  1245  0.681784              89
45   110.377407  146.571563    6           22        65          False  1240  0.674885              90
93   111.120881  157.569079  291          106        65          False  1324  0.661752              91
150  122.635443  161.753300  262          155        65          False  1368  0.647371              92
120  127.297347  155.593006  271          124        66          False  1327  0.644248              93
62    96.432110  151.098945    7           42        65          False  1279  0.643684              94
106  124.476000  158.520966  300          175        65          False  1326  0.639417              95
25   108.305803  138.613511    6           27        65          False  1155  0.630847              96
94   114.116880  159.836065  245           73        66          False  1324  0.629370              97
51   124.523729  148.011004    9           16        66          False  1242  0.626940              98
145  120.552851  162.502177  357          160        65          False  1368  0.603672              99
168  111.895817  168.812617  418          117        65          False  1408  0.597123             100
49   120.706537  149.020801    5           28        66          False  1242  0.585298             101
178  126.753412  170.237209  361           77        66          False  1453  0.580574             102
107  120.811599  157.532747  448          159        66          False  1326  0.568590             103
74   115.971121  151.802420  462           82        66          False  1283  0.565140             104
174  113.142374  174.913588  414           72        65          False  1450  0.557622             105
92   102.503968  159.036981    8           27        66          False  1322  0.538446             106
138  115.311670  164.485198  251          164        65          False  1367  0.536902             107
24   104.162331  139.752820    8           16        65          False  1154  0.536201             108
102  115.943197  158.155619  491          106        66          False  1325  0.535487             109
46   121.842703  147.537573  344           84        65          False  1242  0.533311             110
69   117.113701  154.211899  210           91        66          False  1283  0.530282             111
84   132.465204  153.615411  323          179        65          False  1286  0.520275             112
36   128.955228  143.153840  399           81        66          False  1201  0.516863             113
68   118.616554  151.259124  228          130        65          False  1283  0.514361             114
124  127.231722  158.984035  269          170        65          False  1327  0.512850             115
20   123.727333  134.775603    6           16        66          False  1116  0.510808             116
22   126.841709  131.098113    7           16        65          False  1117  0.498703             117
71   119.736823  153.152753  371          136        65          False  1283  0.483673             118
18   104.694173  133.991112    5           41        65          False  1112  0.478508             119
21   124.367988  133.187494    9           36        66          False  1116  0.474282             120
19   120.344543  131.039163    7           41        66          False  1116  0.465151             121
34   111.870847  141.057086  376          100        65          False  1198  0.452095             122
41   104.847775  146.714077  461          102        65          False  1238  0.444061             123
48   124.773219  148.198353  484          105        65          False  1242  0.438138             124
40    97.643217  148.596644    7           44        65          False  1237  0.434506             125
98   119.861548  156.219932  305          152        65          False  1325  0.428966             126
75   122.371702  153.245307  393          147        66          False  1284  0.428078             127
153  128.789605  163.478462  203          143        66          False  1369  0.414921             128
8    148.288776  123.517786    6           32        66          False  1037  0.408032             129
87   138.891793  153.890148  318          136        66          False  1287  0.406482             130
56   126.302174  147.437568  336          175        65          False  1243  0.400766             131
17   102.745832  130.488434    6           20        66          False  1112  0.396133             132
27   124.969253  139.639640    5           44        65          False  1158  0.387505             133
10   121.146927  125.590074    5           40        65          False  1074  0.386202             134
73   118.564298  152.680677  332          156        65          False  1283  0.381380             135
15    97.078833  130.016178    6           34        65          False  1111  0.374728             136
50   120.344530  149.928042  280          119        65          False  1242  0.374689             137
31   131.933128  137.048780  487           88        65          False  1160  0.374021             138
37   129.239011  141.478683  406          151        65          False  1201  0.370064             139
47   120.373186  148.516274  404          121        65          False  1242  0.365624             140
133  106.301733  161.017898  378          127        65          False  1365  0.360244             141
95   117.971376  155.513678  272          164        65          False  1325  0.351802             142
67   116.326947  152.556856  231          143        66          False  1283  0.328880             143
29   121.845291  137.482138    7           28        66          False  1158  0.327486             144
100  116.742836  155.633261  401          149        66          False  1325  0.325896             145
30   120.058944  139.390162    8           30        66          False  1158  0.322592             146
72   116.137476  150.399574  367          145        66          False  1283  0.321133             147
28   124.090834  138.780492  221           72        65          False  1158  0.297262             148
66   119.635873  154.634640  381          173        65          False  1283  0.294432             149
157  128.397520  160.099294  223          161        66          False  1369  0.294407             150
13   143.648303  128.979338  241          102        65          False  1078  0.293441             151
26   110.075366  136.306354  244           63        66          False  1156  0.283348             152
14   147.300203  126.587084    8           31        66          False  1079  0.271142             153
192  120.539432  186.963251    8           35        66          False  1578  0.254211             154
1    147.706603  113.076148    6           31        66          False   953  0.250388             155
156  127.330602  160.301208  482          169        66          False  1369  0.240845             156
9    119.935648  125.618227  282           73        65          False  1073  0.237610             157
42   102.222924  146.212018  255          161        65          False  1238  0.234258             158
23    91.229667  137.644781    7           41        65          False  1152  0.221918             159
96   119.318428  156.711182  394          173        66          False  1325  0.208915             160
99   119.183777  159.116160  238          175        66          False  1325  0.199167             161
44   109.737763  149.797894  325          134        66          False  1239  0.181563             162
5    128.622749  115.666396  288           71        66          False   991  0.179713             163
6    140.415085  115.595575  499          140        66          False   994  0.175773             164
193  103.028514  190.005916    5           43        65          False  1616  0.167635             165
3     42.726296  117.672904    5           38        66          False   974  0.167445             166
182  118.059559  177.093851  207          139        65          False  1493  0.164610             167
0    118.728963  114.775564  240          105        66          False   947  0.162533             168
7    117.007982  122.008378  284          112        66          False  1031  0.152108             169
16   103.246200  134.436873  272          161        66          False  1112  0.145824             170
166   87.828587  166.544480  388           70        65          False  1403  0.145133             171
4    122.906956  117.352956  286          127        66          False   990  0.140815             172
32   173.180018  138.187020    7           26        66          False  1168  0.129215             173
131   91.969424  161.026548  364          130        65          False  1362  0.118488             174
181  137.122671  173.295291  414           66        66          False  1455  0.115980             175
130  143.555718  155.378943  205          111        66          False  1330  0.084742             176
177  128.186401  170.189712  413          147        65          False  1453  0.068883             177
179  134.519890  172.847777  493          121        66          False  1454  0.042607             178
2    170.713279  114.490865    8           31        66          False   958  0.037285             179
176  128.833856  174.094760  297          150        65          False  1453  0.036939             180
129  138.146445  157.500509  469          173        66          False  1329  0.009441             181
11   136.346405  127.160674  286          130        65          False  1077 -0.005342             182
91    96.813626  159.242828  275          163        66          False  1321 -0.009106             183
12   136.621772  128.296234  257          136        65          False  1077 -0.023207             184
171  127.639066  169.826956  394          176        66          False  1411 -0.054430             185
194  145.078493  197.966964    8           22        66          False  1667 -0.166831             186
185  143.979280  179.905045    9           39        66          False  1498 -0.205297             187
188  128.714947  181.226832  414          128        65          False  1537 -0.224563             188
189  126.410067  182.412772  476          134        66          False  1537 -0.318882             189
191  113.440546  185.053062  263          166        66          False  1576 -0.397864             190
186  101.467450  182.738583  339          176        65          False  1532 -0.474614             191
164  141.346554  163.354285  226          178        65          False  1372 -0.595052             192
165  147.425270  164.428502  343          166        65          False  1373 -0.633315             193
190  139.795313  182.203032  449          144        66          False  1539 -0.646146             194
180  138.137935  171.343334  419          165        65          False  1455 -0.853978             195
 DAY: 63 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index  customer_label
123  122.055920  155.819915    5           19        66          False  1326  1.959333               1
130  121.509293  156.391697    6           25        66          False  1326  1.914268               2
120  124.906760  158.748880    6           28        66          False  1326  1.891735               3
166  133.800468  164.961944    7           22        66          False  1370  1.843778               4
128  122.724265  155.149550    6           41        66          False  1326  1.794094               5
156  121.126491  160.612615    7           15        66          False  1368  1.727787               6
134  126.576728  156.186835    5           19        66          False  1327  1.648117               7
169  137.023891  162.847851    7           27        66          False  1371  1.605306               8
164  128.578076  162.643744    5           26        66          False  1369  1.604462               9
165  125.012138  160.545441    9           28        66          False  1369  1.586741              10
136  125.682964  155.686980    8           35        66          False  1327  1.527704              11
157  124.339039  164.155257    9           40        66          False  1368  1.511085              12
117  124.217150  159.393206    8           17        67          False  1326  1.480766              13
103  115.121256  157.513776    8           15        66          False  1325  1.448678              14
114  119.930174  155.035825    6           17        66          False  1325  1.435587              15
121  121.687195  158.899694    7           27        67          False  1326  1.424435              16
178  128.000677  165.838486    8           30        66          False  1411  1.423032              17
119  122.533440  156.335511    8           29        67          False  1326  1.413168              18
126  120.505012  158.237228    5           31        67          False  1326  1.401902              19
76   123.874953  150.468321    8           18        66          False  1284  1.391151              20
129  120.048821  158.262009    5           34        67          False  1326  1.385003              21
113  119.605243  157.802339    9           25        66          False  1325  1.383224              22
79   129.054630  151.500416    6           42        66          False  1285  1.368279              23
122  121.598497  158.022934    6           40        67          False  1326  1.351204              24
127  123.301960  155.588784  358          100        66          False  1326  1.350955              25
142  130.935392  158.299488    5           39        67          False  1328  1.349153              26
100  118.955004  159.691981    8           31        66          False  1325  1.343951              27
118  121.049697  156.042064    9           44        67          False  1326  1.328671              28
83   131.586646  151.908601    8           37        66          False  1286  1.297173              29
74   122.653095  153.916897    6           41        66          False  1284  1.271150              30
109  117.240943  155.793505    7           44        66          False  1325  1.258862              31
163  126.337088  162.359188    8           21        67          False  1369  1.234433              32
152  123.912562  162.575116    9           24        67          False  1368  1.231837              33
153  120.923739  162.387536    6           25        67          False  1368  1.225268              34
175  119.942425  167.195333    9           44        66          False  1409  1.212835              35
131  120.693168  155.848562  212           66        67          False  1326  1.204743              36
137  126.515832  159.784385    7           26        67          False  1327  1.196562              37
158  120.014605  163.343594    8           31        67          False  1368  1.185855              38
151  121.488522  162.501188    5           32        67          False  1368  1.179286              39
65   115.797542  151.393579    9           31        66          False  1283  1.173015              40
55   131.976432  145.544201    9           24        66          False  1244  1.167685              41
180  139.388047  166.459538    9           36        66          False  1413  1.160617              42
140  126.671058  157.795259  279           84        66          False  1327  1.158939              43
161  129.482239  164.915038    5           33        67          False  1369  1.154365              44
177  126.345989  166.000343    6           20        67          False  1411  1.129828              45
52   126.706411  149.902131    5           20        66          False  1243  1.122779              46
154  124.972990  162.645211    6           41        67          False  1368  1.120167              47
135  129.810402  156.508705    9           41        67          False  1327  1.111894              48
132  122.662987  156.110412  404           88        67          False  1326  1.080814              49
97   115.489778  158.300206    7           16        67          False  1325  1.080008              50
84   132.807990  153.001066    8           16        67          False  1286  1.076723              51
107  115.732588  157.921023    8           20        67          False  1325  1.060276              52
98   117.115942  157.818924  321           76        66          False  1325  1.049409              53
148  116.839972  160.257492    7           22        67          False  1367  1.048114              54
124  122.586978  159.694103  477           95        67          False  1326  1.041382              55
105  119.941157  156.551302    9           24        67          False  1325  1.040545              56
96   116.440733  155.850374    6           25        67          False  1325  1.035613              57
108  116.265924  157.751963    7           26        67          False  1325  1.030680              58
81   129.089551  154.717489    5           42        67          False  1285  1.026209              59
59   116.068764  150.464626  458           64        66          False  1283  1.002169              60
47   124.909682  145.183897    6           15        66          False  1242  0.999165              61
78   127.929835  150.065359  344          107        66          False  1285  0.998973              62
73   122.274633  152.627708    8           34        67          False  1284  0.980754              63
75   121.177050  153.916098    7           36        67          False  1284  0.972928              64
112  117.743705  158.663399    5           38        67          False  1325  0.971486              65
149  117.308520  160.957466  313           76        66          False  1367  0.969289              66
174  114.695597  166.213329    8           26        67          False  1408  0.950512              67
82   130.412533  151.615140  320           90        66          False  1286  0.947427              68
125  120.309406  157.735135  347          154        66          False  1326  0.945370              69
168  131.554003  163.380728  243          116        66          False  1370  0.925465              70
86   142.140707  154.906925    8           32        66          False  1288  0.923546              71
160  127.611341  160.563587  232          103        66          False  1369  0.922203              72
46   124.517666  149.252704    5           32        66          False  1242  0.921059              73
159  123.228797  163.634170  250          109        66          False  1368  0.912989              74
49   122.982119  149.119897    9           36        66          False  1242  0.902682              75
63   117.029751  153.253003    9           26        67          False  1283  0.898157              76
64   116.817676  151.646311    8           33        67          False  1283  0.870878              77
115  118.270427  157.332155  499          106        66          False  1325  0.853048              78
71   122.973357  150.080238  445          123        66          False  1284  0.843320              79
150  116.031476  160.865568  323           93        66          False  1367  0.831213              80
106  116.050936  156.894268  358          110        66          False  1325  0.826867              81
104  118.411253  157.336335  335          111        66          False  1325  0.820321              82
138  125.778022  155.929772  298          130        66          False  1327  0.812752              83
51   128.473321  147.969070    8           31        67          False  1243  0.801513              84
66   118.612700  153.789652  415          104        66          False  1283  0.795082              85
69   117.886612  152.907000  486          106        66          False  1283  0.784728              86
37   125.832723  142.632974  446           67        66          False  1201  0.758643              87
101  117.685075  158.472682  296           82        67          False  1325  0.754443              88
147  119.140342  161.837987  477           70        67          False  1367  0.750911              89
99   116.098386  156.736291  248          122        66          False  1325  0.748322              90
48   120.433841  148.028672    6           15        67          False  1242  0.746591              91
85   135.890593  154.595954  285           95        66          False  1287  0.718099              92
13   136.144500  129.128341    6           29        66          False  1077  0.712157              93
67   115.287050  152.981455  276          121        66          False  1283  0.707070              94
139  126.022180  159.749607  341          113        67          False  1327  0.705487              95
133  123.172773  156.602301  498          156        67          False  1326  0.697761              96
155  120.862218  164.107860  420          106        67          False  1368  0.693191              97
15   144.917377  126.211141    7           30        66          False  1078  0.677622              98
146  117.497432  162.095403  299           85        67          False  1367  0.658034              99
179  126.982826  168.430063  420          109        66          False  1411  0.642493             100
70   122.733212  154.437621  412          121        67          False  1284  0.640316             101
167  132.712613  160.399286  409          123        67          False  1370  0.637258             102
60   118.772976  153.414902  447           98        67          False  1283  0.617572             103
186  126.812553  172.472622  432           62        66          False  1453  0.587728             104
45   118.395383  149.117990    8           29        67          False  1241  0.586983             105
32   130.720305  136.419472    5           38        66          False  1160  0.585341             106
173  101.649437  166.912311    5           28        67          False  1406  0.576748             107
53   127.573613  146.755362  432           96        67          False  1243  0.572591             108
44   116.272019  146.015057    6           36        67          False  1241  0.562639             109
110  117.203515  159.905942  359          122        67          False  1325  0.557132             110
54   133.288022  148.037587  205          134        66          False  1244  0.546189             111
80   125.722044  154.573873  410          157        67          False  1285  0.536168             112
36   125.288505  144.557549  222           76        67          False  1201  0.534357             113
28   111.372948  137.774773    9           15        66          False  1156  0.523464             114
111  115.550130  155.077868  426          157        66          False  1325  0.519234             115
77   125.492181  154.507246  344          161        67          False  1285  0.519123             116
14   140.263078  127.252494    9           25        67          False  1078  0.518299             117
102  115.898710  156.319171  273          158        66          False  1325  0.512688             118
23   137.667540  133.836406    9           19        67          False  1119  0.511459             119
21   123.445564  134.690091    7           35        66          False  1116  0.495248             120
68   116.940188  151.930128  220          162        66          False  1283  0.494807             121
72   123.834343  150.254584  477          160        67          False  1284  0.487706             122
95   112.172954  157.101753  348           81        67          False  1324  0.483482             123
9    144.541325  121.174830    7           23        66          False  1036  0.467158             124
24   139.974831  134.219036    6           32        67          False  1119  0.466637             125
38   134.159742  141.626428    8           29        67          False  1202  0.462556             126
145  105.482509  161.926551  495           97        67          False  1365  0.453554             127
33   114.229323  143.345921    5           18        67          False  1198  0.448603             128
188  137.827392  171.244484    6           18        67          False  1455  0.440628             129
88    88.528749  159.046280    7           36        66          False  1319  0.439855             130
30   121.689590  135.331038    8           31        67          False  1158  0.435550             131
62   118.323091  151.395179  300          146        67          False  1283  0.430516             132
187  128.480882  170.404775  220           78        66          False  1453  0.429251             133
58    99.700300  150.455659    6           28        66          False  1279  0.426440             134
50   129.959989  147.624889  203          173        66          False  1243  0.410082             135
31   123.724713  135.753800    8           42        67          False  1158  0.408634             136
43   113.726882  147.862875    7           22        67          False  1240  0.389474             137
141  129.732106  158.809551  274          170        67          False  1327  0.383747             138
116  117.575715  157.114184  302          178        66          False  1325  0.381781             139
19   101.415545  132.380540    7           34        66          False  1112  0.364906             140
18   100.452343  132.821862    7           38        66          False  1112  0.356826             141
172   93.992196  167.876070  284           93        67          False  1404  0.351153             142
61   115.280202  152.871149  392          170        67          False  1283  0.336988             143
35   128.305015  143.162488  390          136        67          False  1201  0.324435             144
34   112.157135  143.301423  364           66        67          False  1198  0.316274             145
93   111.167801  156.777672  206          119        67          False  1324  0.315646             146
191  118.714314  176.683562    6           36        66          False  1493  0.305023             147
182   94.470610  171.589107  324           60        66          False  1446  0.302538             148
29   115.082121  139.451759  425          111        66          False  1157  0.300352             149
5     98.057293  120.067032    6           19        66          False  1027  0.296165             150
26   102.844106  136.584598  448           72        66          False  1154  0.280841             151
1    162.607140   72.843984  426           80        66          False   620  0.264076             152
40   101.773742  146.149236    7           38        66          False  1238  0.253211             153
91   109.108373  159.669432  269           83        67          False  1323  0.250609             154
0    150.751540   72.311192  256          109        66          False   618  0.233421             155
94   114.522773  155.537909  235          138        67          False  1324  0.231728             156
3    115.278938  117.809310    5           16        67          False   989  0.227307             157
20   101.936075  133.725949  473          104        66          False  1112  0.223497             158
181   73.047309  171.242616    7           26        66          False  1442  0.222824             159
6    102.256987  120.643810    9           33        67          False  1028  0.213252             160
8    124.773047  122.815065  410          104        66          False  1032  0.207643             161
162  126.722043  163.469547  300          176        67          False  1369  0.200227             162
